#FORMAT      : EMSA/MAS Spectral Data File
#VERSION     : 1.0
#TITLE       : Spectrum 2
#DATE        : 31-JAN-2007
#TIME        : 15:03
#OWNER       : helen
#NPOINTS     : 2048.
#NCOLUMNS    : 1.
#XUNITS      : keV
#YUNITS      : counts
#DATATYPE    : XY
#XPERCHAN    : 0.0100000
#OFFSET      : -0.200000
#SIGNALTYPE  : EDS
#CHOFFSET    : 20.0000
#LIVETIME    : 1800.0000
#REALTIME    : 2492.6132
#BEAMKV      : 10.0000
#PROBECUR    : 0.000000
#MAGCAM      : 600.000
#XPOSITION mm: 0.0000
#YPOSITION mm: 0.0000
#ZPOSITION mm: 0.0000
#SPECTRUM    : Spectral Data Starts Here
-0.200, 0.
-0.190, 0.
-0.180, 0.
-0.170, 0.
-0.160, 0.
-0.150, 0.
-0.140, 0.
-0.130, 0.
-0.120, 5.
-0.110, 18.
-0.100, 56.
-0.090, 205.
-0.080, 583.
-0.070, 1497.
-0.060, 3573.
-0.050, 7233.
-0.040, 13142.
-0.030, 21718.
-0.020, 31964.
-0.010, 43102.
0.000, 53245.
0.010, 60025.
0.020, 62653.
0.030, 60858.
0.040, 55098.
0.050, 46139.
0.060, 35963.
0.070, 25749.
0.080, 16540.
0.090, 9847.
0.100, 5779.
0.110, 3432.
0.120, 2282.
0.130, 1924.
0.140, 2020.
0.150, 2099.
0.160, 2276.
0.170, 2535.
0.180, 2954.
0.190, 3329.
0.200, 3845.
0.210, 4614.
0.220, 5666.
0.230, 6927.
0.240, 8184.
0.250, 9491.
0.260, 10205.
0.270, 10355.
0.280, 10038.
0.290, 9222.
0.300, 7862.
0.310, 6543.
0.320, 5488.
0.330, 4808.
0.340, 4468.
0.350, 4478.
0.360, 4543.
0.370, 4817.
0.380, 5119.
0.390, 5550.
0.400, 5908.
0.410, 6383.
0.420, 7042.
0.430, 7922.
0.440, 9016.
0.450, 10450.
0.460, 12544.
0.470, 15194.
0.480, 18288.
0.490, 21702.
0.500, 24696.
0.510, 26905.
0.520, 27506.
0.530, 26641.
0.540, 24644.
0.550, 21650.
0.560, 18672.
0.570, 15975.
0.580, 13636.
0.590, 12177.
0.600, 11514.
0.610, 11295.
0.620, 11376.
0.630, 11607.
0.640, 11822.
0.650, 12052.
0.660, 12309.
0.670, 12585.
0.680, 12853.
0.690, 13231.
0.700, 13556.
0.710, 13446.
0.720, 13553.
0.730, 13864.
0.740, 14194.
0.750, 14344.
0.760, 14432.
0.770, 14696.
0.780, 14680.
0.790, 14860.
0.800, 14923.
0.810, 14921.
0.820, 14951.
0.830, 14901.
0.840, 14627.
